Timestamp;L239 SB - Engine RPM [RPM];L239 SB - Cool Temp [°C];L239 SB - Run Hours [h];L239 SB - Oil Press [bar];L239 SB - Battery Volt [V];L239 SB - Fuel Rate [L/h];L239 SB - Load [%];L239 SB - Ground Speed [km/h];L239 SB - ActualTrq [%];L239 SB - Boost Press [bar];L239 SB - Intake Temp [°C];L239 SB - TotalConsumpt [L];L239 SB - TripConsumpt [L];
2015-10-01 00:00:00;-;-;7034;-;-;-;-;-;-;-;-;-;-;
2015-10-01 00:42:32;1686;75;7034;5.16;27.6;-;-;38.3;-;-;-;-;3.1;
2015-10-01 00:42:34;-;-;7034;-;-;69.2;88;-;84;1.32;78;31557.1;-;
2015-10-01 01:00:00;-;-;7034;-;-;-;-;-;-;-;-;-;-;
2015-10-01 01:42:29;0;-;7034;-;27;-;-;0;-;-;-;-;0;
2015-10-01 01:42:31;0;-;7034;-;27;-;-;0;-;-;-;31603;0;
2015-10-01 02:00:00;0;-;7034;-;27;-;-;0;-;-;-;31603;0;
2015-10-01 02:42:29;0;-;7034;-;27;-;-;0;-;-;-;31603;0;
2015-10-01 02:42:31;0;-;7034;-;27;-;-;0;-;-;-;31603;0;
2015-10-01 03:00:00;0;-;7034;-;27;-;-;0;-;-;-;31603;0;
2015-10-01 03:42:29;0;-;7034;-;27;-;-;0;-;-;-;31603;0;
2015-10-01 03:42:30;0;-;7034;-;27;-;-;0;-;-;-;31603;0;
2015-10-01 03:42:31;-;-;-;-;-;-;-;-;-;-;-;31603;-;
2015-10-01 04:42:46;1670;76;7035;4.52;27.5;-;-;37.4;-;-;-;-;21.1;
2015-10-01 04:42:47;-;-;7035;-;-;71.9;92;-;88;1.3;82;31624.1;-;
2015-10-01 05:42:20;0;-;7035;-;29;-;-;0;-;-;-;-;0;
2015-10-01 05:42:21;-;-;-;-;-;-;-;-;-;-;-;31650.1;-;
2015-10-01 06:42:27;648;73;7036;2.44;27.7;-;-;5.4;-;-;-;-;14.2;
2015-10-01 06:42:28;-;-;7036;-;-;2.2;13;-;6;0.04;70;31664.4;-;
2015-10-01 07:42:19;0;-;7036;-;25.2;-;-;0;-;-;-;-;0;
2015-10-01 07:42:20;0;-;7036;-;25.2;-;-;0;-;-;-;31680.4;0;
2015-10-01 07:42:27;0;-;7036;-;25.2;-;-;0;-;-;-;31680.4;0;
2015-10-01 08:42:19;0;-;7036;-;25.2;-;-;0;-;-;-;31680.4;0;
2015-10-01 08:42:20;0;-;7036;-;25.2;-;-;0;-;-;-;31680.4;0;
2015-10-01 08:42:27;0;-;7036;-;25.2;-;-;0;-;-;-;31680.4;0;
2015-10-01 08:42:31;0;-;7036;-;25.2;-;-;0;-;-;-;31680.4;0;
2015-10-01 08:42:32;-;-;7036;-;-;-;-;-;-;-;-;31680.4;-;
2015-10-01 09:42:16;1747;76;7036;4.72;27.4;-;-;39.8;-;-;-;-;13.8;
2015-10-01 09:42:17;-;-;-;-;-;74.7;94;-;88;1.42;86;31694.2;-;
2015-10-01 10:42:21;647;73;7037;3.04;27.6;-;-;0;-;-;-;-;42.1;
2015-10-01 10:42:22;-;-;-;-;-;1.7;10;-;5;0.02;41;31722.5;-;
2015-10-01 11:42:25;1663;76;7038;4.6;27.5;-;-;35.5;-;-;-;-;65.7;
2015-10-01 11:42:26;-;-;-;-;-;67.4;100;-;84;1.18;81;31746.1;-;
2015-10-01 12:42:24;0;-;7039;-;26.9;-;-;0;-;-;-;-;0;
2015-10-01 12:42:25;-;-;7039;-;-;-;-;-;-;-;-;31760.4;-;
2015-10-01 13:42:20;1607;76;7039;4.52;27.4;-;-;35.5;-;-;-;-;21.8;
2015-10-01 13:42:22;-;-;-;-;-;64.4;95;-;82;1.12;82;31782.3;-;
2015-10-01 14:42:23;0;-;7040;-;28.9;-;-;0;-;-;-;-;0;
2015-10-01 14:42:24;0;-;7040;-;28.9;-;-;0;-;-;-;31814.9;0;
2015-10-01 15:42:23;0;-;7040;-;28.9;-;-;0;-;-;-;31814.9;0;
2015-10-01 15:42:24;0;-;7040;-;28.9;-;-;0;-;-;-;31814.9;0;
2015-10-01 15:42:25;0;-;7040;-;28.9;-;-;0;-;-;-;31814.9;0;
2015-10-01 15:42:27;-;-;-;-;-;-;-;-;-;-;-;31814.9;-;
2015-10-01 16:42:17;1697;76;7041;4.6;27.4;-;-;37.8;-;-;-;-;32.8;
2015-10-01 16:42:19;-;-;-;-;-;72.8;93;-;88;1.36;84;31847.8;-;
2015-10-01 17:42:29;866;74;7042;3;27.6;-;-;17.7;-;-;-;-;66.8;
2015-10-01 17:42:30;-;-;7042;-;-;13.1;58;-;27;0.14;72;31881.8;-;
2015-10-01 18:42:29;-;-;7042;-;-;-;-;-;-;-;-;-;-;
2015-10-01 18:42:38;0;-;7042;-;26.9;-;-;0;-;-;-;-;0;
2015-10-01 18:42:39;-;-;7042;-;-;-;-;-;-;-;-;31905.1;-;
2015-10-01 19:42:24;1803;76;7042;4.8;27.5;-;-;43.1;-;-;-;-;7.3;
2015-10-01 19:42:26;-;-;-;-;-;80.8;100;-;91;1.58;92;31912.5;-;
2015-10-01 20:42:30;633;73;7043;2.92;27.6;-;-;2.8;-;-;-;-;34.6;
2015-10-01 20:42:32;-;-;-;-;-;7.4;43;-;22;0.06;41;31939.8;-;
2015-10-01 21:42:26;0;-;7044;-;28.9;-;-;0;-;-;-;-;0;
2015-10-01 21:42:27;0;-;7044;-;28.9;-;-;0;-;-;-;31966.2;0;
2015-10-01 22:42:24;0;-;7044;-;28.9;-;-;0;-;-;-;31966.2;0;
2015-10-01 22:42:25;-;-;7044;-;-;-;-;-;-;-;-;31966.2;-;
2015-10-01 22:42:26;-;-;7044;-;-;-;-;-;-;-;-;-;-;
2015-10-01 23:42:24;1712;76;7044;4.6;27.4;-;-;39.2;-;-;-;-;20.9;
2015-10-01 23:42:26;-;-;-;-;-;70.3;93;-;86;1.3;83;31987.2;-;
2015-10-02 00:42:34;0;-;7045;-;28.9;-;-;0;-;-;-;-;0;
2015-10-02 00:42:35;0;-;7045;-;28.9;-;-;0;-;-;-;32012.3;0;
2015-10-02 01:42:31;0;-;7045;-;28.9;-;-;0;-;-;-;32012.3;0;
2015-10-02 01:42:34;0;-;7045;-;28.9;-;-;-;-;-;-;32012.3;0;
2015-10-02 01:42:35;0;-;7045;-;28.9;-;-;-;-;-;-;32012.3;0;
2015-10-02 02:42:31;0;-;7045;-;28.9;-;-;0.1;-;-;-;32012.3;0;
2015-10-02 02:42:34;0;-;7045;-;28.9;-;-;-;-;-;-;32012.3;0;
2015-10-02 02:42:35;0;-;7045;-;28.9;-;-;-;-;-;-;32012.3;0;
2015-10-02 03:42:23;0;-;7045;-;28.9;-;-;0;-;-;-;32012.3;0;
2015-10-02 03:42:34;0;-;7045;-;-;-;-;-;-;-;-;32012.3;0;
2015-10-02 03:42:35;0;-;7045;-;-;-;-;-;-;-;-;32012.3;0;
2015-10-02 04:42:25;0;-;7045;-;29;-;-;0.1;-;-;-;32012.3;0;
2015-10-02 04:42:34;0;-;7045;-;29;-;-;0.1;-;-;-;32012.3;0;
2015-10-02 04:42:35;0;-;7045;-;29;-;-;0.1;-;-;-;32012.3;0;
2015-10-02 05:42:21;0;-;7045;-;29;-;-;0.1;-;-;-;32012.3;0;
2015-10-02 05:42:22;-;-;7045;-;-;-;-;-;-;-;-;32012.3;-;
2015-10-02 05:42:34;-;-;7045;-;-;-;-;-;-;-;-;-;-;
2015-10-02 06:42:21;1542;75;7045;4.92;27.7;-;-;32.5;-;-;-;-;5;
2015-10-02 06:42:23;-;-;-;-;-;58;88;-;77;1.02;70;32017.4;-;
2015-10-02 07:42:29;0;-;7046;-;27;-;-;0.1;-;-;-;-;0;
2015-10-02 07:42:31;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 08:42:24;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 08:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 08:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 09:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 09:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 09:42:34;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 10:42:22;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 10:42:29;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 10:42:31;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 11:42:22;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 11:42:23;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 11:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 11:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 12:42:24;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 12:42:29;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 12:42:31;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 13:42:24;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 13:42:29;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 13:42:31;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 14:42:24;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 14:42:29;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 14:42:31;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 15:42:24;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 15:42:29;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 15:42:31;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 16:42:26;0;-;7046;-;27;-;-;0.2;-;-;-;32047.9;0;
2015-10-02 16:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 16:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 17:42:22;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 17:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 17:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 18:42:28;0;-;7046;-;27;-;-;0.1;-;-;-;32047.9;0;
2015-10-02 18:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 18:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 19:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 19:42:30;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 19:42:31;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 20:42:29;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-02 20:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 21:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 21:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 21:42:42;0;-;7046;-;27;-;-;0.2;-;-;-;32047.9;0;
2015-10-02 22:42:24;0;-;7046;-;27;-;-;0.2;-;-;-;32047.9;0;
2015-10-02 22:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 22:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 23:42:29;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 23:42:31;0;-;7046;-;27;-;-;-;-;-;-;32047.9;0;
2015-10-02 23:42:44;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-03 00:42:29;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-03 00:42:30;0;-;7046;-;27;-;-;0;-;-;-;32047.9;0;
2015-10-03 00:42:31;-;-;7046;-;-;-;-;-;-;-;-;32047.9;-;
2015-10-03 00:42:32;-;-;7046;-;-;-;-;-;-;-;-;32047.9;-;
2015-10-03 01:42:25;1417;75;7046;4.6;27.5;-;-;25.4;-;-;-;-;24.6;
2015-10-03 01:42:26;-;-;-;-;-;51.5;88;-;69;0.86;67;32072.6;-;
2015-10-03 02:42:27;0;-;7047;-;29;-;-;0.1;-;-;-;-;0;
2015-10-03 02:42:28;0;-;7047;-;29;-;-;0.1;-;-;-;32095.8;0;
2015-10-03 03:42:27;0;-;7047;-;29;-;-;0.1;-;-;-;32095.8;0;
2015-10-03 03:42:28;0;-;7047;-;29;-;-;0.1;-;-;-;32095.8;0;
2015-10-03 03:42:29;0;-;7047;-;29;-;-;0.1;-;-;-;32095.8;0;
2015-10-03 04:42:27;0;-;7047;-;29;-;-;-;-;-;-;32095.8;0;
2015-10-03 04:42:28;0;-;7047;-;29;-;-;-;-;-;-;32095.8;0;
2015-10-03 04:42:29;0;-;7047;-;29;-;-;0;-;-;-;32095.8;0;
2015-10-03 05:42:27;0;-;7047;-;29;-;-;0;-;-;-;32095.8;0;
2015-10-03 05:42:28;0;-;7047;-;29;-;-;0;-;-;-;32095.8;0;
2015-10-03 05:42:29;0;-;7047;-;29;-;-;0;-;-;-;32095.8;0;
2015-10-03 06:42:27;0;-;7047;-;29;-;-;0;-;-;-;32095.8;0;
2015-10-03 06:42:28;0;-;7047;-;29;-;-;0;-;-;-;32095.8;0;
2015-10-03 06:42:29;0;-;7047;-;29;-;-;0;-;-;-;32095.8;0;
2015-10-03 06:42:31;-;-;7047;-;-;-;-;-;-;-;-;32095.8;-;
2015-10-03 07:42:27;-;-;7047;-;-;-;-;-;-;-;-;-;-;
2015-10-03 07:42:28;1433;74;7047;5.24;27.8;-;-;31.9;-;-;-;-;1.4;
2015-10-03 07:42:30;-;-;-;-;-;45.9;83;-;63;0.76;63;32097.3;-;
2015-10-03 08:42:19;0;-;7048;-;27;-;-;0;-;-;-;-;0;
2015-10-03 08:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 09:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 09:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 10:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 10:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 11:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 11:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 11:42:35;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 12:42:19;0;-;7048;-;27;-;-;-;-;-;-;32134.9;0;
2015-10-03 12:42:21;0;-;7048;-;27;-;-;-;-;-;-;32134.9;0;
2015-10-03 12:42:36;0;-;7048;-;27;-;-;0.1;-;-;-;32134.9;0;
2015-10-03 13:42:19;0;-;7048;-;27;-;-;-;-;-;-;32134.9;0;
2015-10-03 13:42:21;0;-;7048;-;27;-;-;-;-;-;-;32134.9;0;
2015-10-03 13:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 14:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 14:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 14:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 15:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 15:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 15:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 16:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 16:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 16:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 17:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 17:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 17:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 18:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 18:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 18:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 19:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 19:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 19:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 20:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 20:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 20:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 21:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 21:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 21:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 22:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 22:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 22:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 23:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 23:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-03 23:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 00:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 00:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 00:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 01:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 01:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 01:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 02:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 02:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 02:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 03:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 03:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 03:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 04:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 04:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 04:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 05:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 05:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 05:42:22;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 05:42:30;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 06:42:19;0;-;7048;-;27;-;-;-;-;-;-;32134.9;0;
2015-10-04 06:42:21;0;-;7048;-;27;-;-;0.1;-;-;-;32134.9;0;
2015-10-04 07:42:19;0;-;7048;-;27;-;-;-;-;-;-;32134.9;0;
2015-10-04 07:42:21;0;-;7048;-;27;-;-;-;-;-;-;32134.9;0;
2015-10-04 07:42:26;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 08:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 08:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 08:42:26;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 09:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 09:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 09:42:26;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 10:42:19;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 10:42:21;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 10:42:26;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 10:42:29;0;-;7048;-;27;-;-;0;-;-;-;32134.9;0;
2015-10-04 10:42:31;-;-;-;-;-;-;-;-;-;-;-;32134.9;-;
2015-10-04 11:42:27;649;75;7049;2.12;27.6;-;-;11.4;-;-;-;-;43.8;
2015-10-04 11:42:28;-;-;7049;-;-;5.3;30;-;16;0.06;72;32178.7;-;
2015-10-04 12:42:26;0;-;7049;-;27;-;-;0;-;-;-;-;0;
2015-10-04 12:42:27;0;-;7049;-;27;-;-;0;-;-;-;-;0;
2015-10-04 12:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 13:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 13:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 13:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 14:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 14:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 14:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 15:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 15:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 15:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 16:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 16:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 16:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 17:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 17:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 17:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 18:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 18:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 18:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 19:42:33;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:26;0;-;7049;-;-;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:27;0;-;7049;-;-;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:28;0;-;7049;-;-;-;-;0;-;-;-;32179;0;
2015-10-04 20:42:29;0;-;7049;-;27.1;-;-;0;-;-;-;32179;0;
2015-10-04 21:42:25;0;-;7049;-;27;-;-;0.1;-;-;-;32179;0;
2015-10-04 21:42:26;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 21:42:27;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 21:42:28;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 22:42:25;0;-;7049;-;27;-;-;-;-;-;-;32179;0;
2015-10-04 22:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 22:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 22:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-04 23:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 00:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 01:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 02:42:28;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:25;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:26;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:27;0;-;7049;-;27;-;-;0;-;-;-;32179;0;
2015-10-05 03:42:28;-;-;7049;-;-;-;-;-;-;-;-;32179;-;
2015-10-05 04:42:26;1063;72;7049;5.12;27.9;-;-;18.6;-;-;-;-;0.7;
2015-10-05 04:42:28;-;-;-;-;-;23.8;75;-;38;0.3;34;32179.8;-;
2015-10-05 05:42:21;0;-;7050;-;29;-;-;0;-;-;-;-;0;
2015-10-05 05:42:22;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 06:42:21;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 06:42:22;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:21;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:22;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:31;0;-;7050;-;29;-;-;0;-;-;-;32226.2;0;
2015-10-05 07:42:32;0;-;7050;-;-;-;-;0;-;-;-;32226.2;0;
2015-10-05 08:42:21;0;-;7050;-;-;-;-;0;-;-;-;-;0;
2015-10-05 08:42:30;0;-;7050;-;26.8;-;-;0;-;-;-;-;0;
2015-10-05 08:42:32;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:21;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:32;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:33;0;-;7050;-;25.1;-;-;0;-;-;-;32241.6;0;
2015-10-05 09:42:34;0;-;7050;-;-;-;-;0;-;-;-;32241.6;0;
2015-10-05 10:42:21;0;-;7050;-;27;-;-;0;-;-;-;-;0;
2015-10-05 10:42:23;0;-;7050;-;27;-;-;0;-;-;-;32257.1;0;
